InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536404,85049G,A2QBJEHKTD7R6O,972683275,Hit For Hidden Cockroaches,Hit,115,Home & Kitchen,Freshener & Repellents,200,"OverviewCockroaches hide in hard-to-reach places like inside the sink pipe, under the cylinder, under the fridge etc. and hence they escape from regular and monthly kitchen cleaning regimen. Behind your back, they crawl on food and utensils, transferring germs and spreading Food Poisoning. Which is why, it is important to get rid of hidden cockroaches with a specialist solution, LAL HIT cockroach killer spray. Its &lsquo;Deep Reach Nozzle&rsquo; kills even the hidden cockroaches.Key Features- INSTANT KILL: Instantly kills disease-spreading cockroaches and pests in just 3 seconds- UNIQUE &lsquo;DEEP-REACH&rsquo; NOZZLE: Delivers the spray to even the remotest cracks and crevices where cockroaches hide- WHERE TO USE: Use in all cracks and corners, kitchen sink outlet and inside the washbasin outlet- FRESH FRAGRANCE: Pleasant fresh fragrance, causing no discomfort during and after application- EFFECTIVE AGAINST: Crawling insects such as cockroaches, ants, bed bugs and moreFrequently Asked Questions1. Is Lal Hit Effective Against All Other Insects?- You Can Use Lal Hit Against Other Crawling Insects Such As Ants, Bed Bugs And More. Make Sure To Never Spray Lal Hit On The Bedsheets You Will Be Using.2. What Should I Do If I Accidentally Get Sprayed?- If You Accidentally Get Sprayed By Lal Hit, Immediately Remove Contaminated Clothing And Shoes. Make Sure You Thoroughly Wash Skin That Has Come In Contact With The Product With Soap And Water. If Product Gets Into Eyes, Flush Thoroughly With Water For At Least 15 Minutes. Seek Medical Help Immediately If You Notice Symptoms Of Poisoning Such As Nervousness, Anxiety, Ataxia, Convulsions Or Manifestations Of Allergies.3. Is Lal Hit Safe For Use Around Pets?- Lal Hit Can Be Toxic To Pets. Make Sure There Are No Pets In The Room When You Are Using Lal Hit. Aquariums Should Be Securely Covered And Any Birds, Or Other Animals Removed From The Room.4. How Do I Dispose Of A Lal Hit Spray Can?- Lal Hit Cans Need To Be Disposed Of In A Safe And Environmentally-Friendly Manner To Prevent Their Misuse And Avoid Polluting The Environment. Ideally, Containers Should Be Broken After Use And Buried In An Area Away From Habitation.Customer Care Details- Customer Care Number : 1800-266-0007- EMail ID : CARE@GODREJCP.COM(Monday to Friday except public holidays 9:30 AM to 5:00 PM)",Home & Kitchen > Freshener & Repellents,3,12-01-2010 11:29,1377734400,,United Kingdom
536404,21061,A1DNACCKWV41IY,972683275,Hit Spray Flying Insect Killer - Lime Fragrance,Hit,375,Home & Kitchen,Freshener & Repellents,625,"OverviewDangerous mosquitoes that spread diseases like Dengue, Chikungunya, Malaria etc hide in the corners of your home. To keep you and your family protected, spray Kala HIT mosquito spray regularly in all corners like under the bed, under the sofa, behind the curtains &amp; cupboards etc.Key Features- INSTANT KILL: Instantly kills dangerous mosquitoes and other flying insects- BETTER EFFICACY: 65% more effective than 2-in1 multi-insect killers for mosquitoes*- COMPLETE PROTECTION: Complete family protection from diseases like Dengue, Chikungunya, Malaria etcFrequently Asked Questions1. Is Kala Hit Effective Against All Other Insects?- You can use Kala HIT against flying insects including mosquitoes and flies. Make sure to never spray Kala HIT mosquito repellent spray on the bedsheets you will be using or clothes you will wear.2. What Should I Do If I Accidentally Get Sprayed?- If You Accidentally Get Sprayed By Kala Hit, Immediately Remove Contaminated Clothing And Shoes. Make Sure You Thoroughly Wash Skin That Has Come In Contact With The Product With Soap And Water. If Product Gets Into Eyes, Flush Thoroughly With Water For At Least 15 Minutes. Seek Medical Help Immediately If You Notice Symptoms Of Poisoning Such As Nervousness, Anxiety, Ataxia, Convulsions Or Manifestations Of Allergies.3. Is Kala Hit Safe For Use Around Pets?- Kala Hit Can Be Toxic To Pets. Make Sure There Are No Pets In The Room When You Are Using Kala Hit. Aquariums Should Be Securely Covered And Any Birds, Or Other Animals Removed From The Room.4. How Do I Dispose Of A Kala Hit Spray Can?- Kala Hit Cans Need To Be Disposed Of In A Safe And Environmentally-Friendly Manner To Prevent Their Misuse And Avoid Polluting The Environment. Ideally, Containers Should Be Broken After Use And Buried In An Area Away From Habitation.Customer Care Details- Customer Care Number : 1800-266-0007- EMail ID : CARE@GODREJCP.COM(Monday to Friday except public holidays 9:30 AM to 5:00 PM)Precautions &amp; good to know information- If you accidentally get sprayed by HIT, immediately remove contaminated clothing and shoes. Make sure you thoroughly wash skin that has come in contact with the product with soap and water. If the product gets into the eyes, flush thoroughly with water for at least 15 minutes. Seek medical help immediately if you notice symptoms of poisoning such as nervousness, anxiety, ataxia, convulsions or manifestations of allergies.- HIT can be toxic to pets. Make sure there are no pets in the room when you are using HIT. Aquarium should be securely covered and any birds or other animals removed from the room.- Make sure to never spray HIT on the bedsheets you will be using or clothes you will wear.",Home & Kitchen > Freshener & Repellents,5,12-01-2010 11:29,1325203200,,United Kingdom
536404,21063,A2BNYSMW3UFKS8,972683275,Hit Spray Flying Insect Killer - Lime Fragrance,Hit,245,Home & Kitchen,Freshener & Repellents,400,"OverviewDangerous mosquitoes that spread diseases like Dengue, Chikungunya, Malaria etc hide in the corners of your home. To keep you and your family protected, spray Kala HIT mosquito spray regularly in all corners like under the bed, under the sofa, behind the curtains &amp; cupboards etc.Key Features- INSTANT KILL: Instantly kills dangerous mosquitoes and other flying insects- BETTER EFFICACY: 65% more effective than 2-in1 multi-insect killers for mosquitoes*- COMPLETE PROTECTION: Complete family protection from diseases like Dengue, Chikungunya, Malaria etcFrequently Asked Questions1. Is Kala Hit Effective Against All Other Insects?- You can use Kala HIT against flying insects including mosquitoes and flies. Make sure to never spray Kala HIT mosquito repellent spray on the bedsheets you will be using or clothes you will wear.2. What Should I Do If I Accidentally Get Sprayed?- If You Accidentally Get Sprayed By Kala Hit, Immediately Remove Contaminated Clothing And Shoes. Make Sure You Thoroughly Wash Skin That Has Come In Contact With The Product With Soap And Water. If Product Gets Into Eyes, Flush Thoroughly With Water For At Least 15 Minutes. Seek Medical Help Immediately If You Notice Symptoms Of Poisoning Such As Nervousness, Anxiety, Ataxia, Convulsions Or Manifestations Of Allergies.3. Is Kala Hit Safe For Use Around Pets?- Kala Hit Can Be Toxic To Pets. Make Sure There Are No Pets In The Room When You Are Using Kala Hit. Aquariums Should Be Securely Covered And Any Birds, Or Other Animals Removed From The Room.4. How Do I Dispose Of A Kala Hit Spray Can?- Kala Hit Cans Need To Be Disposed Of In A Safe And Environmentally-Friendly Manner To Prevent Their Misuse And Avoid Polluting The Environment. Ideally, Containers Should Be Broken After Use And Buried In An Area Away From Habitation.Customer Care Details- Customer Care Number : 1800-266-0007- EMail ID : CARE@GODREJCP.COM(Monday to Friday except public holidays 9:30 AM to 5:00 PM)Precautions &amp; good to know information- If you accidentally get sprayed by HIT, immediately remove contaminated clothing and shoes. Make sure you thoroughly wash skin that has come in contact with the product with soap and water. If the product gets into the eyes, flush thoroughly with water for at least 15 minutes. Seek medical help immediately if you notice symptoms of poisoning such as nervousness, anxiety, ataxia, convulsions or manifestations of allergies.- HIT can be toxic to pets. Make sure there are no pets in the room when you are using HIT. Aquarium should be securely covered and any birds or other animals removed from the room.- Make sure to never spray HIT on the bedsheets you will be using or clothes you will wear.",Home & Kitchen > Freshener & Repellents,5,12-01-2010 11:29,1389052800,,United Kingdom
536404,21062,A2J13NR5GB8GYO,972683275,Hit Spray Mosquitoes and Flies,Hit,225,Home & Kitchen,Freshener & Repellents,400,"OverviewDangerous mosquitoes that spread diseases like Dengue, Chikungunya, Malaria etc hide in the corners of your home. To keep you and your family protected, spray Kala HIT mosquito spray regularly in all corners like under the bed, under the sofa, behind the curtains &amp; cupboards etc.Key Features- INSTANT KILL: Instantly kills dangerous mosquitoes and other flying insects- BETTER EFFICACY: 65% more effective than 2-in1 multi-insect killers for mosquitoes*- COMPLETE PROTECTION: Complete family protection from diseases like Dengue, Chikungunya, Malaria etcFrequently Asked Questions1. Is Kala Hit Effective Against All Other Insects?- You can use Kala HIT against flying insects including mosquitoes and flies. Make sure to never spray Kala HIT mosquito repellent spray on the bedsheets you will be using or clothes you will wear.2. What Should I Do If I Accidentally Get Sprayed?- If You Accidentally Get Sprayed By Kala Hit, Immediately Remove Contaminated Clothing And Shoes. Make Sure You Thoroughly Wash Skin That Has Come In Contact With The Product With Soap And Water. If Product Gets Into Eyes, Flush Thoroughly With Water For At Least 15 Minutes. Seek Medical Help Immediately If You Notice Symptoms Of Poisoning Such As Nervousness, Anxiety, Ataxia, Convulsions Or Manifestations Of Allergies.3. Is Kala Hit Safe For Use Around Pets?- Kala Hit Can Be Toxic To Pets. Make Sure There Are No Pets In The Room When You Are Using Kala Hit. Aquariums Should Be Securely Covered And Any Birds, Or Other Animals Removed From The Room.4. How Do I Dispose Of A Kala Hit Spray Can?- Kala Hit Cans Need To Be Disposed Of In A Safe And Environmentally-Friendly Manner To Prevent Their Misuse And Avoid Polluting The Environment. Ideally, Containers Should Be Broken After Use And Buried In An Area Away From Habitation.Customer Care Details- Customer Care Number : 1800-266-0007- EMail ID : CARE@GODREJCP.COM(Monday to Friday except public holidays 9:30 AM to 5:00 PM)Precautions &amp; good to know information- If you accidentally get sprayed by HIT, immediately remove contaminated clothing and shoes. Make sure you thoroughly wash skin that has come in contact with the product with soap and water. If the product gets into the eyes, flush thoroughly with water for at least 15 minutes. Seek medical help immediately if you notice symptoms of poisoning such as nervousness, anxiety, ataxia, convulsions or manifestations of allergies.- HIT can be toxic to pets. Make sure there are no pets in the room when you are using HIT. Aquarium should be securely covered and any birds or other animals removed from the room.- Make sure to never spray HIT on the bedsheets you will be using or clothes you will wear.",Home & Kitchen > Freshener & Repellents,5,12-01-2010 11:29,1353801600,,United Kingdom
536404,84380,A2LVJDTDXIIY84,972683275,Hit Spray Mosquitoes and Flies,Hit,340,Home & Kitchen,Freshener & Repellents,625,"OverviewDangerous mosquitoes that spread diseases like Dengue, Chikungunya, Malaria etc hide in the corners of your home. To keep you and your family protected, spray Kala HIT mosquito spray regularly in all corners like under the bed, under the sofa, behind the curtains &amp; cupboards etc.Key Features- INSTANT KILL: Instantly kills dangerous mosquitoes and other flying insects- BETTER EFFICACY: 65% more effective than 2-in1 multi-insect killers for mosquitoes*- COMPLETE PROTECTION: Complete family protection from diseases like Dengue, Chikungunya, Malaria etcFrequently Asked Questions1. Is Kala Hit Effective Against All Other Insects?- You can use Kala HIT against flying insects including mosquitoes and flies. Make sure to never spray Kala HIT mosquito repellent spray on the bedsheets you will be using or clothes you will wear.2. What Should I Do If I Accidentally Get Sprayed?- If You Accidentally Get Sprayed By Kala Hit, Immediately Remove Contaminated Clothing And Shoes. Make Sure You Thoroughly Wash Skin That Has Come In Contact With The Product With Soap And Water. If Product Gets Into Eyes, Flush Thoroughly With Water For At Least 15 Minutes. Seek Medical Help Immediately If You Notice Symptoms Of Poisoning Such As Nervousness, Anxiety, Ataxia, Convulsions Or Manifestations Of Allergies.3. Is Kala Hit Safe For Use Around Pets?- Kala Hit Can Be Toxic To Pets. Make Sure There Are No Pets In The Room When You Are Using Kala Hit. Aquariums Should Be Securely Covered And Any Birds, Or Other Animals Removed From The Room.4. How Do I Dispose Of A Kala Hit Spray Can?- Kala Hit Cans Need To Be Disposed Of In A Safe And Environmentally-Friendly Manner To Prevent Their Misuse And Avoid Polluting The Environment. Ideally, Containers Should Be Broken After Use And Buried In An Area Away From Habitation.Customer Care Details- Customer Care Number : 1800-266-0007- EMail ID : CARE@GODREJCP.COM(Monday to Friday except public holidays 9:30 AM to 5:00 PM)Precautions &amp; good to know information- If you accidentally get sprayed by HIT, immediately remove contaminated clothing and shoes. Make sure you thoroughly wash skin that has come in contact with the product with soap and water. If the product gets into the eyes, flush thoroughly with water for at least 15 minutes. Seek medical help immediately if you notice symptoms of poisoning such as nervousness, anxiety, ataxia, convulsions or manifestations of allergies.- HIT can be toxic to pets. Make sure there are no pets in the room when you are using HIT. Aquarium should be securely covered and any birds or other animals removed from the room.- Make sure to never spray HIT on the bedsheets you will be using or clothes you will wear.",Home & Kitchen > Freshener & Repellents,2,12-01-2010 11:29,1291507200,,United Kingdom
536404,84378,A13BWQDECDDVIZ,972683275,ID Wheat Lachha Paratha,ID,95,Packaged Food,Ready To Cook,5,"Overview:Parota is a subcontinental layered flatbread made from maida or atta, alternatively known as flaky ribbon pancake. If you are looking for something fancy to eat but feeling too lazy to actually make it, ID Whole Wheat Parota is the perfect thing to buy. A great substitute for homemade rotis, these paranthas are made of 100% whole wheat and can be eaten any time with your favourite vegetable curry. ID Whole Wheat parotas are made from wheat flour which is high in fibre and nutrients. These are easy to digest. Refined flour leads to constipation, piles and colon cancer. Hence, whole wheat flour is a healthier substitute.IngredientsWhole Wheat (64%), Vegetable Oil, Low Sodium & Salt.How to UseReady to cook and eat.Heat on a pan with ghee for 1 minute.About the BrandiD was founded in 2005, by 5 cousins, with a 50sqft store & 1 big dream - to ensure that people the world over get access to fresh, nutritious & delicious Indian food. With an unwavering vision to preserve traditional, home-made cuisine & a focus on making the process of cooking fun & effortless, iD today serves homes across India, UAE & the US. Come, join us for a meal, made with love.",Packaged Food > Ready To Cook,4,12-01-2010 11:29,1296950400,,United Kingdom
536404,22964,A26QCCO0101CO1,972683275,IR Boiled Rice,,44,Grocery,Grocery/Rice & Rice Products,1,India,Grocery > Grocery/Rice & Rice Products,5,12-01-2010 11:29,1361404800,,United Kingdom
536404,21213,A34895BBYDUOG7,972683275,ITC Master Chef Alphabytes,ITC,145,Packaged Food,Snacks & Farsans,450,"Overview""A' for Alpha, ""B"" for Bite, ""C"" for yourself that they taste a delight! Have fun with the kids- eat, play, learn! Crispy outside & soft inside. Perfect sized bites that are delicious and Easy to cook- Either bake, air fry or deep fry.Key Features. - No added Preservatives.- Bake, Air Fry or Deep Fry Eat.- Play & Learn all together!- A unique product, in the shape of Alphabets.IngredientsPotato, Refined Palm olein, Dehydrated Potato, Starch and Iodized Salt.",Packaged Food > Snacks & Farsans,5,12-01-2010 11:29,1325548800,,United Kingdom
536404,22417,A20UDOT1F361T2,972683275,ITC Master Chef Cheesy Corn Triangles,ITC,185,Packaged Food,Snacks & Farsans,320,"
- Triangles of indulgence! Italian seasoned, cheese & corn-filled gooey delights that are sure to leave you asking for more. 
- ITC master chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
",Packaged Food > Snacks & Farsans,5,12-01-2010 11:29,1325980800,,United Kingdom
536404,21212,A2S089YNV6Y2D1,972683275,ITC Master Chef Chilli Garlic Potato Shots,ITC,145,Packaged Food,Snacks & Farsans,500,OverviewThere&rsquo;s something undeniably satisfying about popping these chilli garlic potato shots. Perfect food for a bar menu and ideal for a platter or as a side to a main dishHow to UseAir Fry/ Bake/ Shallow Fry/ Deep Fry,Packaged Food > Snacks & Farsans,4,12-01-2010 11:29,1384214400,,United Kingdom
536404,84992,A2PCG95PZLF92Q,972683275,ITC Master Chef Hara Bhara Kebab 210 gms,Master Chef,130,Packaged Food,Snacks & Farsans,210,"
Go Green ! Enjoy this unique combination of veggies with authentic Indian spices. A nutritious & delicious classic vegetarian kebab made with spinach and green peas. Add taste & colour to your kebab platter. Slide this inside a sandwich, burger or a roll for a quick & nutritious treat. Just make it on tawa, no need to deep fry.
ITC Master Chef is a high quality brand and its products are of highest standard in taste & quality.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
",Packaged Food > Snacks & Farsans,5,12-01-2010 11:29,1356566400,,United Kingdom
536404,21975,A1NOPFD9YTMXHB,972683275,ITC Master Chef Veg Burger Patty,ITC,175,Packaged Food,Snacks & Farsans,540,India,Packaged Food > Snacks & Farsans,4,12-01-2010 11:29,1393545600,,United Kingdom
536404,22383,A2RHDVCXQVFFXM,972683275,ITC Master Chef Veggie Pizza Pocket,Master Chef,170,Packaged Food,Snacks & Farsans,340,"
A pocket full of fun. All the Classic Flavours of a pizza- cheese, capsicum, onion, sweet corn and oregano seasoning stuffed in a golden pocket.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
",Packaged Food > Snacks & Farsans,5,12-01-2010 11:29,1375660800,,United Kingdom
536404,20728,A25I5Q55UL8MT3,972683275,ITC Masterchef Lebanese Falafel Kebab,ITC,140,Packaged Food,Snacks & Farsans,230,"
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
",Packaged Food > Snacks & Farsans,5,12-01-2010 11:29,1351382400,,United Kingdom
536404,20727,ANSKSPEEAKY7S,594481813,Idhayam Gingelly Oil,Idhayam,368,Grocery,Cooking Oil,1,"OverviewIdhayam Gingelly Oil guarantees you the best health by pushing your Blood Pressure down, lowering your Cholesterol and maintaining your skin healthy. It's soft for the heart that adds zest to the cuisine. Sesame oil offers good oral health too. Furthermore, it shows its major significance in items like marinades, sauces, vinaigrettes and dressings that suggests good flavour along with good health.IngredientsGingelly Oil.StorageStore in an air tight container after opening.",Grocery > Cooking Oil,5,12-01-2010 11:29,1372032000,,United Kingdom
536404,22296,A2CVNEE0H2F1YE,594481813,Idhayam Sesame Oil Bottle,Idhayam,386,Grocery,Cooking Oil,1,"OverviewRich in nutrients, Idhayam Gingelly Oil is pure and natural. We take special care to maintain the natural flavour and quality of the gingelly oil while extracting it from sesame seeds. As a result, Idhayam gingelly oil helps bring out pronounced flavours in your cooking. Essential fatty acids in our sesame oil keep your food healthy & tasty. Idhayam is well-suited for any type of cooking and can be used for &ldquo;oil pulling&rdquo; or oil massages for more wholesome health.Never Compromising on its Premium Raw materials, the specially and carefully selected sesame seeds, are mechanically cleaned. Palm Jaggery, which has the properties of a preservative is used in the production of Idhayam gingelly oil.IngredientsSesame Seeds & Jaggery.",Grocery > Cooking Oil,4,12-01-2010 11:29,1385424000,,United Kingdom
536405,20914,A1JLEDHBYBOLG2,972683275,Idli Rice,,59,Grocery,Grocery/Rice & Rice Products,1,India,Grocery > Grocery/Rice & Rice Products,5,12-01-2010 11:32,1321488000,,United Kingdom
536406,85123A,A1BKC6B7YHYTVV,972683275,India Gate Basmati Rice - Classic,India Gate,218,Grocery,Rice & Rice Products,1,India,Grocery > Rice & Rice Products,4,12-01-2010 11:33,1405382400,,United Kingdom
536406,71053,AWVFSIB42LHKJ,972683275,India Gate Basmati Rice - Classic,India Gate,1085,Grocery,Rice & Rice Products,5,India,Grocery > Rice & Rice Products,4,12-01-2010 11:33,1405209600,,United Kingdom
536406,84406B,A3H4C425X1H2H9,972683275,India Gate Basmati Rice - Dubar,India Gate,685,Grocery,Rice & Rice Products,5,OverviewDubar Rice is half of the full basmati grain.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.,Grocery > Rice & Rice Products,5,12-01-2010 11:33,1402358400,,United Kingdom
536406,20679,A2ZBW1GVAXYGNI,972683275,India Gate Basmati Rice - Dubar,India Gate,138,Grocery,Rice & Rice Products,1,OverviewDubar Rice is half of the full basmati grain.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.,Grocery > Rice & Rice Products,1,12-01-2010 11:33,1359504000,,United Kingdom
536406,37370,A33HBPL7Q6SZMG,972683275,India Gate Basmati Rice - Tibar,India Gate,725,Grocery,Rice & Rice Products,5,"OverviewTibar Basmati grain is ¾ the length of full basmati grain. Rich in aroma and flavourful, it is ideal for everyday use.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,5,12-01-2010 11:33,1385337600,,United Kingdom
536406,21871,AML8NIWFKHZJU,972683275,India Gate Basmati Rice - Tibar,India Gate,149,Grocery,Rice & Rice Products,1,"OverviewIndia Gate Basmati Rice Mogra originates from the heart of the Indian Basmati growing region &ndash; the North-Western Himalayas. The highest quality harvest is tested, procured, and then sent for ageing in the most conducive environment of the company-owned storage facilities. The paddy is then sent for ageing, and milling and then sent for packing in a state-of-the-art packing facility.Tibar Basmati grain is &frac34; the length of full basmati grain. Rich in aroma and flavourful, it is ideal for everyday use.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,3,12-01-2010 11:33,1383782400,,United Kingdom
536406,21071,A17BX6ISOLKLXM,972683275,India Gate Brown Rice,India Gate,152,Grocery,Rice & Rice Products,1,India,Grocery > Rice & Rice Products,4,12-01-2010 11:33,1294617600,,United Kingdom
536406,21068,A3BPE4JK9G2SIE,972683275,India Gate Regular Choice Basmati Rice,India Gate,560,Grocery,Rice & Rice Products,5,"OverviewIndia Gate Regular Choice Basmati Rice is everyday rice that makes each meal memorable. It is ideal for people who like to include rice in their daily meal consumption. Aromatic, flavourful, and defined by its distinctly long and slender grains, India Gate Regular Choice Basmati Rice turns every meal into comfort food. No matter what youre in the mood for, India Gate Regular Choice Basmati Rice leaves you feeling satisfied and nourished. Buy India Gate Regular Choice Basmati Rice online today.Key Features- Trusted for Decades- India Gate products are known for the unmatched quality & consistency across the product range for more than 2 decades.- Everyday rice for daily consumption- Grains do not stick or break when cooked- Slender pearl white grains with good elongation- Cleaned and sorted grainsHow to UsePre-cooking- Rinse the rice thoroughly. Soak the rice for 30 minutes in lukewarm water prior to cooking. Open pan- 5 cups of water for 1 cup of rice. In a large cooking pot, bring water to rolling boil. Add the drained rice and stir gently. Cook uncovered for 6-7 minutes on medium heat. Drain and rinse with more boiling water. Strain excess water and serve. Closed pan- 2 cups of water for 1 cup of rice. Bring water and rice to boil. Cover pan with a tight lid and let it simmer for 9-10 minutes. Remove from heat and allow it to stand covered for 5 minutes.About the BrandIndia Gate Ltd grows organic crops without the use of the chemical fertilizers and serve organic products to the people since 1992. They deliver fresh and natural products to our customers. They sell the best qualitative varieties of rice to the customers.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,5,12-01-2010 11:33,1351296000,,United Kingdom
536406,82483,A2YJHOCQJJCD6L,972683275,Jelly Mazza Fruity Pops Grape,Jelly,65,Packaged Food,Sweets,150,"OverviewTreat yourself to the tasty goodness with Jelly Mazza Fruity Pops - Grape! They are tangy yet fruity and are loaded with Grape pulp, and coated with sugar. These candies are loved equally by kids and elders. Pop them up while on the go or carry them to your family outings or picnics and feel the blast of grapey goodness! A delight to the sweet tooth Jelly Mazza Fruity Pops - Grape is definitely a must try.IngredientsInvert Syrup, Glucose Syrup, Sucrose, Grape Pulp (29%), Water, Thickener (E440), Acidity Regulator (E330, E331, E296).&nbsp;Storage InstructionsStore in a Cool, Dry & Hygienic Place, Do Not Buy If Pouch is Puffed or Seal Broken.&nbsp;&nbsp;",Packaged Food > Sweets,3,12-01-2010 11:33,1361750400,,United Kingdom
536406,82486,A3E4YU6APQLRKE,972683275,Jelly Mazza Fruity Pops Orange,Jelly,65,Packaged Food,Sweets,150,"OverviewTreat yourself to the tasty goodness with Jelly Mazza Fruity Pops - Grape! They are tangy yet fruity and are loaded with Grape pulp, and coated with sugar. These candies are loved equally by kids and elders. Pop them up while on the go or carry them to your family outings or picnics and feel the blast of grapey goodness! A delight to the sweet tooth Jelly Mazza Fruity Pops - Grape is definitely a must try.IngredientsInvert Syrup, Glucose Syrup, Sucrose, Grape Pulp (29%), Water, Thickener (E440), Acidity Regulator (E330, E331, E296).&nbsp;Storage InstructionsStore in a Cool, Dry & Hygienic Place, Do Not Buy If Pouch is Puffed or Seal Broken.&nbsp;&nbsp;",Packaged Food > Sweets,5,12-01-2010 11:33,1384646400,,United Kingdom
536406,82482,A2NOHYNZCZ2NW4,972683275,Jelly Mazza Fruity Strawberry Chews,Jelly,18,Packaged Food,Sweets,37,"OverviewJelly Mazza Fruity Strawberry Chews are chewy tasty treats that can be had at any time of the day. They are tangy yet fruity and are loaded with strawberry, and coated with sugar. These candies are loved equally by kids and elders. Pop them up while on the go or carry them to your family outings or picnics and feel the blast of strawberry goodness!IngredientsInvert Syrup, Sugar, Strawberry Pulp (25%), Thickener (E440), Acidulates (E330, E296) Contains Permitted Class II Preservative (E202), Synthetic Food Colours (E122) & Added Flavour Natural & Nature Identical Flavouring Substances (Strawberry).Storage InstructionsStore in a Cool, Dry & Hygienic Place, Do Not Buy If Pouch is Puffed or Seal Broken.",Packaged Food > Sweets,5,12-01-2010 11:33,1392076800,,United Kingdom
536406,82494L,A3F6E9FYLZ7MXZ,972683275,Jelly Mazza Guava Fruity Chews,Jelly Mazza,18,Packaged Food,Sweets,37,"OverviewJelly Mazza Fruity Strawberry Chews are chewy tasty treats that can be had at any time of the day. They are tangy yet fruity and are loaded with strawberry, and coated with sugar. These candies are loved equally by kids and elders. Pop them up while on the go or carry them to your family outings or picnics and feel the blast of strawberry goodness!IngredientsInvert Syrup, Sugar, Strawberry Pulp (25%), Thickener (E440), Acidulates (E330, E296) Contains Permitted Class II Preservative (E202), Synthetic Food Colours (E122) & Added Flavour Natural & Nature Identical Flavouring Substances (Strawberry).Storage InstructionsStore in a Cool, Dry & Hygienic Place, Do Not Buy If Pouch is Puffed or Seal Broken.",Packaged Food > Sweets,5,12-01-2010 11:33,1387497600,,United Kingdom
